,pickup_datetime,dateandhour,trip_miles,trip_time,trip_minutes,base_passenger_fare,driver_pay,hour,temp,precipitation,tips
1940063,2022-04-07 18:11:28-04:00,2022-04-07 18,3.37,1330,22.166666666666668,23.74,17.09,18,51.2,0.9,0.0
2499568,2022-04-08 22:45:54-04:00,2022-04-08 22,5.95,1035,17.25,22.8,16.04,22,51.5,0.0,0.0
133110,2022-04-03 08:31:11-04:00,2022-04-03 08,1.7,417,6.95,8.34,7.15,8,43.9,0.1,0.0
17798,2022-04-03 00:16:41-04:00,2022-04-03 00,7.44,1054,17.566666666666666,35.1,25.39,0,43.1,0.0,6.3
1065002,2022-04-05 18:58:16-04:00,2022-04-05 18,0.92,410,6.833333333333333,10.18,8.32,18,49.4,0.0,0.0
7383,2022-04-03 00:16:14-04:00,2022-04-03 00,8.51,1949,32.483333333333334,28.49,29.07,0,43.1,0.0,0.0
105807,2022-04-03 05:53:46-04:00,2022-04-03 05,3.96,892,14.866666666666667,18.47,13.66,5,42.2,0.0,0.0
1459214,2022-04-06 17:33:19-04:00,2022-04-06 17,1.26,586,9.766666666666667,12.31,11.24,17,51.1,0.0,0.0
1762169,2022-04-07 12:38:32-04:00,2022-04-07 12,5.23,750,12.5,16.29,13.18,12,48.3,0.2,0.0
2312446,2022-04-08 15:34:11-04:00,2022-04-08 15,1.44,1242,20.7,13.19,14.01,15,60.2,0.0,0.0
2992122,2022-04-09 21:14:27-04:00,2022-04-09 21,1.89,539,8.983333333333333,11.47,7.08,21,49.6,0.0,0.0
1801470,2022-04-07 14:24:53-04:00,2022-04-07 14,7.22,841,14.016666666666667,22.51,15.81,14,49.5,1.7,0.0
532225,2022-04-04 09:45:45-04:00,2022-04-04 09,2.09,1167,19.45,16.99,13.52,9,45.4,0.0,0.0
2536634,2022-04-08 23:15:37-04:00,2022-04-08 23,2.52,1151,19.183333333333334,20.64,15.93,23,51.7,0.0,0.0
1436633,2022-04-06 16:02:11-04:00,2022-04-06 16,2.25,745,12.416666666666666,13.83,10.24,16,51.4,0.0,0.0
2247523,2022-04-08 12:51:02-04:00,2022-04-08 12,2.66,765,12.75,24.0,14.12,12,57.9,0.0,5.92
1178600,2022-04-06 00:22:32-04:00,2022-04-06 00,8.34,969,16.15,23.86,18.22,0,46.7,0.7,0.0
7430,2022-04-03 00:20:05-04:00,2022-04-03 00,2.64,919,15.316666666666666,16.8,12.49,0,43.1,0.0,3.23
2852304,2022-04-09 17:22:50-04:00,2022-04-09 17,1.81,720,12.0,15.05,9.21,17,52.2,0.0,0.0
193416,2022-04-03 12:25:12-04:00,2022-04-03 12,1.98,487,8.116666666666667,11.1,8.86,12,45.8,0.7,0.0
1859053,2022-04-07 16:29:28-04:00,2022-04-07 16,3.18,1420,23.666666666666668,20.59,16.22,16,50.6,2.9,0.0
756109,2022-04-04 21:37:29-04:00,2022-04-04 21,2.35,510,8.5,11.34,7.23,21,48.9,0.0,0.0
751555,2022-04-04 21:17:18-04:00,2022-04-04 21,14.07,1500,25.0,33.69,30.69,21,48.9,0.0,0.0
2448228,2022-04-08 20:35:07-04:00,2022-04-08 20,7.04,3054,50.9,66.43,60.3,20,54.5,0.0,0.0
955248,2022-04-05 13:31:10-04:00,2022-04-05 13,1.21,523,8.716666666666667,9.59,6.01,13,52.5,0.0,0.0
62072,2022-04-03 02:57:02-04:00,2022-04-03 02,6.4,1434,23.9,24.84,20.94,2,42.4,0.0,0.0
2750398,2022-04-09 12:10:58-04:00,2022-04-09 12,3.44,1067,17.783333333333335,19.02,14.68,12,51.5,0.2,4.8
1905990,2022-04-07 17:48:23-04:00,2022-04-07 17,3.86,2170,36.166666666666664,37.21,31.38,17,51.3,1.5,0.0
2311799,2022-04-08 15:05:51-04:00,2022-04-08 15,1.8,1343,22.383333333333333,15.58,21.45,15,60.2,0.0,3.0
2275124,2022-04-08 13:13:07-04:00,2022-04-08 13,2.31,658,10.966666666666667,24.58,17.77,13,58.8,0.0,0.0
887440,2022-04-05 09:37:22-04:00,2022-04-05 09,1.45,903,15.05,25.07,17.68,9,46.6,0.0,0.0
2456763,2022-04-08 20:00:23-04:00,2022-04-08 20,7.96,2206,36.766666666666666,42.83,38.7,20,54.5,0.0,0.0
1880565,2022-04-07 16:35:29-04:00,2022-04-07 16,9.2,3423,57.05,58.85,48.79,16,50.6,2.9,0.0
40140,2022-04-03 01:22:36-04:00,2022-04-03 01,1.76,498,8.3,13.34,8.25,1,42.6,0.0,0.0
1092690,2022-04-05 20:49:00-04:00,2022-04-05 20,3.85,782,13.033333333333333,14.68,11.36,20,48.9,0.0,0.0
2474206,2022-04-08 21:11:44-04:00,2022-04-08 21,2.35,919,15.316666666666666,18.21,11.95,21,53.5,0.0,0.0
2093157,2022-04-08 00:21:09-04:00,2022-04-08 00,19.13,2221,37.016666666666666,46.64,55.91,0,51.9,5.3,0.0
2339947,2022-04-08 16:58:57-04:00,2022-04-08 16,1.83,845,14.083333333333334,12.23,10.25,16,60.2,0.0,0.0
2431185,2022-04-08 20:50:39-04:00,2022-04-08 20,5.95,1810,30.166666666666668,28.48,24.75,20,54.5,0.0,0.0
2437787,2022-04-08 20:55:41-04:00,2022-04-08 20,4.9,1498,24.966666666666665,20.88,20.88,20,54.5,0.0,0.0
1156115,2022-04-05 23:00:27-04:00,2022-04-05 23,1.22,552,9.2,9.33,12.37,23,47.6,0.4,0.0
607987,2022-04-04 13:37:16-04:00,2022-04-04 13,2.19,1224,20.4,18.04,13.33,13,51.4,0.0,0.0
1080529,2022-04-05 19:01:32-04:00,2022-04-05 19,1.91,669,11.15,13.5,9.56,19,49.2,0.0,0.0
1804074,2022-04-07 14:43:06-04:00,2022-04-07 14,4.4,2351,39.18333333333333,30.18,26.56,14,49.5,1.7,5.28
778615,2022-04-04 22:02:44-04:00,2022-04-04 22,1.51,521,8.683333333333334,9.38,7.12,22,46.6,0.0,0.0
1030106,2022-04-05 17:13:48-04:00,2022-04-05 17,2.03,1124,18.733333333333334,14.22,13.21,17,49.4,0.0,0.0
2376958,2022-04-08 18:59:45-04:00,2022-04-08 18,1.6,589,9.816666666666666,12.01,7.89,18,56.9,0.0,0.0
1554131,2022-04-06 21:56:48-04:00,2022-04-06 21,4.4,1017,16.95,9.5,20.83,21,49.8,0.0,5.0
1562555,2022-04-06 22:50:10-04:00,2022-04-06 22,1.69,694,11.566666666666666,25.11,27.98,22,48.9,0.0,4.62
2275269,2022-04-08 13:17:44-04:00,2022-04-08 13,2.13,746,12.433333333333334,15.32,10.28,13,58.8,0.0,0.0
594163,2022-04-04 13:01:21-04:00,2022-04-04 13,1.1,339,5.65,8.97,5.58,13,51.4,0.0,0.0
503950,2022-04-04 08:01:36-04:00,2022-04-04 08,1.91,794,13.233333333333333,15.76,10.88,8,43.8,0.0,0.0
2972647,2022-04-09 21:40:04-04:00,2022-04-09 21,4.78,1539,25.65,26.25,21.37,21,49.6,0.0,0.0
1012132,2022-04-05 16:31:57-04:00,2022-04-05 16,0.59,379,6.316666666666666,8.27,5.58,16,50.9,0.0,5.0
2152867,2022-04-08 07:04:53-04:00,2022-04-08 07,4.77,1423,23.716666666666665,25.5,19.75,7,49.3,0.0,0.0
1859265,2022-04-07 16:55:29-04:00,2022-04-07 16,4.35,1769,29.483333333333334,34.58,24.68,16,50.6,2.9,0.0
793012,2022-04-05 00:28:22-04:00,2022-04-05 00,5.44,1339,22.316666666666666,21.57,18.22,0,44.0,0.0,2.68
657524,2022-04-04 16:26:20-04:00,2022-04-04 16,1.23,497,8.283333333333333,9.59,7.25,16,52.6,0.0,1.0
2777403,2022-04-09 13:15:51-04:00,2022-04-09 13,5.69,1653,27.55,20.24,21.35,13,52.0,0.2,0.0
1319589,2022-04-06 10:31:22-04:00,2022-04-06 10,4.1,1548,25.8,18.37,18.82,10,49.9,0.4,0.0
2770261,2022-04-09 13:44:10-04:00,2022-04-09 13,4.72,2063,34.38333333333333,31.04,23.74,13,52.0,0.2,0.0
2447977,2022-04-08 20:06:41-04:00,2022-04-08 20,5.14,780,13.0,20.51,15.54,20,54.5,0.0,0.0
1039678,2022-04-05 17:35:46-04:00,2022-04-05 17,2.57,1059,17.65,19.04,12.33,17,49.4,0.0,0.0
1537024,2022-04-06 21:10:51-04:00,2022-04-06 21,5.11,1071,17.85,19.3,19.74,21,49.8,0.0,0.0
147867,2022-04-03 09:02:17-04:00,2022-04-03 09,5.71,848,14.133333333333333,21.35,14.11,9,45.1,1.2,0.0
2015061,2022-04-07 21:39:14-04:00,2022-04-07 21,0.83,308,5.133333333333334,7.91,6.83,21,52.5,3.4,0.0
140744,2022-04-03 09:23:38-04:00,2022-04-03 09,1.42,560,9.333333333333334,10.13,7.83,9,45.1,1.2,0.0
430194,2022-04-03 23:03:14-04:00,2022-04-03 23,2.48,639,10.65,11.28,9.41,23,41.5,0.0,0.0
672572,2022-04-04 17:48:56-04:00,2022-04-04 17,1.83,709,11.816666666666666,31.09,26.37,17,51.8,0.0,0.0
3003888,2022-04-09 22:21:31-04:00,2022-04-09 22,2.16,1102,18.366666666666667,22.07,15.22,22,48.2,0.0,2.72
1323302,2022-04-06 11:17:17-04:00,2022-04-06 11,1.69,875,14.583333333333334,12.97,9.69,11,49.9,0.4,0.0
1807721,2022-04-07 14:44:06-04:00,2022-04-07 14,2.3,1388,23.133333333333333,19.36,14.92,14,49.5,1.7,0.0
2795596,2022-04-09 14:42:31-04:00,2022-04-09 14,2.22,1483,24.716666666666665,14.75,15.66,14,53.2,0.0,0.0
1915544,2022-04-07 18:55:54-04:00,2022-04-07 18,3.1,797,13.283333333333333,15.33,10.63,18,51.2,0.9,0.0
805642,2022-04-05 01:53:32-04:00,2022-04-05 01,3.33,897,14.95,19.21,11.88,1,43.2,0.0,0.0
2351884,2022-04-08 17:33:17-04:00,2022-04-08 17,1.5,889,14.816666666666666,23.09,14.51,17,58.2,0.0,3.0
2857452,2022-04-09 17:53:06-04:00,2022-04-09 17,2.11,572,9.533333333333333,13.59,8.68,17,52.2,0.0,0.0
951299,2022-04-05 13:07:43-04:00,2022-04-05 13,2.37,961,16.016666666666666,14.69,14.13,13,52.5,0.0,0.0
1028764,2022-04-05 17:56:43-04:00,2022-04-05 17,1.57,732,12.2,28.47,13.78,17,49.4,0.0,0.0
1862566,2022-04-07 16:37:20-04:00,2022-04-07 16,1.89,1135,18.916666666666668,14.48,12.2,16,50.6,2.9,3.0
1385005,2022-04-06 14:28:40-04:00,2022-04-06 14,1.44,1012,16.866666666666667,16.25,10.76,14,51.0,0.0,0.0
2976023,2022-04-09 21:05:20-04:00,2022-04-09 21,2.78,747,12.45,21.1,15.87,21,49.6,0.0,0.0
2513528,2022-04-08 22:42:15-04:00,2022-04-08 22,18.4,2381,39.68333333333333,43.23,43.42,22,51.5,0.0,0.0
2150592,2022-04-08 07:59:40-04:00,2022-04-08 07,5.41,1535,25.583333333333332,28.88,23.8,7,49.3,0.0,7.01
297104,2022-04-03 16:03:52-04:00,2022-04-03 16,1.66,504,8.4,8.75,6.38,16,46.1,0.0,0.0
861142,2022-04-05 08:05:27-04:00,2022-04-05 08,1.2,558,9.3,9.42,6.75,8,44.4,0.0,0.0
2099984,2022-04-08 01:23:43-04:00,2022-04-08 01,3.7,900,15.0,16.31,13.21,1,52.2,1.9,0.0
2524423,2022-04-08 23:37:46-04:00,2022-04-08 23,6.01,1645,27.416666666666668,37.91,30.46,23,51.7,0.0,4.51
